Brand,Make_Model,Date of Sale,Sale Price,Year,Mileage,Classification,Transmission,Fuel Type,Description,Sale Location
Audi,Audi S4 (TFSI V6),2024-01-17,"€ 12,346",2009,"89,140",Saloon,Automatic,Petrol,Grey Audi S43.0 TFSI V6 Saloon 4dr Petrol S Tronic quattro Euro 5 (333 ps)5 previous owners,Cork
Audi,Audi A4 (Black Edition),17/01/2024,"€20,586.00",2019,"57,654",Saloon,Automatic,Petrol,Red Audi A42.0 TFSI 35 Black Edition Saloon 4dr Petrol S Tronic Euro 6 (s/s) (150 ps)1 previous owner,Limerick
Audi,Audi A3 (TDI),18/01/2024,"€9,535.00",2015,75898,Hatchback,Manual,Diesel,Grey Audi A3TDI SE TECHNIK 1.6 5dr,Dublin
Audi,Audi A4 (TDI),18/01/2024,"€17,864.00",2016,"41,328",Saloon,Automatic,Diesel,Black Audi A42.0 TDI 190 Quattro Sport 4dr S Tronic,Dublin
Audi,Audi Q3 (TDI),19/01/2024,"€17,799.00",2018,"65,776",SUV,Manual,Diesel,Blue Audi Q32L S line Edition TDI 5dr,Donegal
Audi,Audi A4 Avant (TDI),19/01/2024,"€8,848.00",2011,"72,177",Estate,Automatic,Diesel,Blue Audi A4 Avant2.0 TDI Executive S line Multitronic Euro 4 5dr,Cork
Audi,Audi A3 (S line),2024-01-20,"€3,480.00",2010,"118,338",Hatchback,Manual,Diesel,Blue Audi A32.0 TDI S line Sportback 5dr Diesel Manual Euro 5 (s/s) (140 ps)4 previous owners,Cork
Audi,Audi Q3 (TDI),2024-01-20,"€13,423.00",2018,"105,879",SUV,Manual,Diesel,Blue Audi Q32.0 TDI Sport Euro 6 (s/s) 5dr,Laois
Audi,Audi Q2 (TFSI),20/01/2024,"€22,142.00",2019,"28,311",SUV,Automatic,Petrol,Red Audi Q21.5 TFSI CoD 35 S line SUV 5dr Petrol S Tronic (s/s) (150 ps)2 previous owners,Dublin
Audi,Audi A4 (TFSI),21/01/2024,"€20,739.00",2017,"22,171",Saloon,Automatic,Petrol,"Black Audi A42.0 TFSI S LINE 4d 188 BHP Euro 6, Heated Seats, 1 Prev Owner",Dublin
Audi,Audi A4 (TDI),22/01/2024,"€14,793.00",2016,"40,041",Saloon,Manual,Diesel,Black Audi A42.0 TDI ultra SE Euro 6 (s/s) 4dr3 previous owners,Longford
Audi,Audi Q3 (S line),2024-01-22,"€36,111.00",2021,"20,457 miles",SUV,Automatic,Petrol,Audi Q3 AVANT35 TFSI S Line 5dr S Tronic 1.5,Dublin
Audi,Audi A4 (Black Edition),2024-01-23,"€18,363.00",2018,"48,786",Saloon,Automatic,Petrol,Red Audi A41.4T FSI Black Edition 4dr S Tronic Saloon,Limerick
Audi,Audi A5 (S line),24/01/2024,"€34,128.00",2021,"5,224",Hatchback,Automatic,Diesel,Red Audi A5Sportback S line 35 TDI 163 PS S tronic 2.0 5dr,Kerry
Audi,Audi A5 (S line),2024-01-24,"€12,812.00",2015,"102,434",Hatchback,Automatic,Diesel,Blue Audi A53.0 TDI V6 S line Sportback S Tronic quattro Euro 6 (s/s) 5dr2 previous owners,Carlow
Audi,Audi Q7 (TDI V6),25/01/2024,"€56,245.00",2019,"22,223",SUV,Automatic,Diesel,Blue Audi Q750 TDI Quattro Vorsprung 5dr 3.0,Cork
Audi,Audi A1 (S line),2024-01-25,"€7,881.00",2013,"78,971",Hatchback,Manual,Diesel,Silver Audi A11.6 TDI S line Sportback Euro 5 (s/s) 5dr4 previous owners,Meath
Audi,Audi A3 Cabriolet (TDI),2024-01-25,"€11,804.00",2012,"22,805",Convertible,Automatic,Diesel,Audi A3 Cabriolet2.0 TDI Sport S Tronic 2dr2 previous owners,Dublin
Audi,Audi A1 (TDI),2024-01-26,"€9,880.00",2013,"77,316",Hatchback,Manual,Diesel,Red Audi A1SPORTBACK TDI S LINE BLACK EDITION 2.0 5dr,Tipperary
Audi,Audi Q2 (S line),26/01/2024,"€23,040.00",2018,"15,373",SUV,Automatic,Petrol,Blue Audi Q21.4 Tfsi S Line 5Dr S Tronic1 previous owner,Dublin
Audi,Audi TT (S line),26/01/2024,"€ 15,865",2016,"94,779",Convertible,Automatic,Petrol,Navy Audi TT2.0 TFSI S line+HUGE SPEC+ Roadster 2dr Petrol S Tronic quattro Euro 6 (s/s) (230 ps),Wicklow
Audi,Audi A6 Avant (Black Edition),27/01/2024,"€12,946.00",2014,"120,051",Estate,Automatic,Diesel,Black Audi A6 Avant2.0 TDI ultra Black Edition S Tronic Euro 6 (s/s) 5dr2 previous owners,Dublin
Audi,Audi Q2 (CoD),28/01/2024,"€15,262.00",2020,11229,S.U.V.,Manual,Petrol,Red Audi Q21.5 TFSI CoD 35 S line Euro 6 (s/s) 5dr1 previous owner,Dublin
Audi,Audi A7 (TDI V6),2024-01-30,"€19,416.00",2016,"64,275",Hatchback,Automatic,Diesel,Audi A73.0 TDI V6 ultra S line Sportback S Tronic Euro 6 (s/s) 5dr3 previous owners,Mayo
Audi,Audi A5 (Black Edition Plus),30/01/2024,"€ 16,815",2016,"59,380",Coupe,Manual,Diesel,Blue Audi A52.0 TDI 190 Quattro Black Edition Plus 2dr,Waterford
Audi,Audi A3 (Edition 1),30/01/2024,"€36,253.00",2021,"7,603",Hatchback,Manual,Diesel,Silver Audi A3Sportback Edition 1 35 TDI 150 PS 6-speed 2.0 5dr,Dublin
Audi,Audi Q2 (TDI),03/02/2024,"€20,893.00",2019,"11,446",SUV,Manual,Diesel,Grey Audi Q230 TDI Sport 5dr 1.6,Wicklow
BMW,BMW 4 Series (M Sport),2024-01-02,"€15,899.00",2016,"75,663",Convertible,Automatic,Diesel,Blue BMW 4 SERIES420d 2.0 190 Bhp M SPORT NAV 2dr,Galway
BMW,BMW 4 Series Gran Coupe (428i),04/01/2024,"€20,641.00",2015,"37,197",Hatchback,Automatic,Petrol,Red BMW 4 Series Gran Coupe2.0 428i M Sport Auto Euro 6 (s/s) 5dr2 previous owners,Cork
BMW,BMW 1 Series (116i),04/01/2024,"€9,453.00",2012,"43,305",Hatchback,Manual,Petrol,Red BMW 1 SERIES1.6 116I SE 5d 135 BHP BLUETOOTH TELEPHONE CONNECTION2 previous owners,Dublin
BMW,BMW 4 Series Gran Coupe (M Sport),05/01/2024,"€18,819.00",2016,"83,413",Hatchback,Automatic,Diesel,Grey BMW 4 Series Gran Coupe3.0 435d M Sport Auto xDrive Euro 6 (s/s) 5dr3 previous owners,Cork
BMW,BMW X2 (18d),07/01/2024,"€19,818.00",2019,"28,819",SUV,Manual,Diesel,Red BMW X2xDrive 18d SE 5dr 2.01 previous owner,Laois
BMW,BMW 3 Series (SE),08/01/2024,"€14,244.00",2017,"35,373 miles",Saloon,Manual,Diesel,Blue BMW 3 SeriesBMW 3 316d 2.0 SE 4dr1 previous owner,Sligo
BMW,BMW 1 Series (M Sport Shadow Edition),2024-01-08,"€16,561.00",2018,38738,Hatchback,Manual,Petrol,Black BMW 1 SERIES1.5 118I M SPORT SHADOW EDITION 5d 134 BHP1 previous owner,Dublin
BMW,BMW X2 (Sport),08/01/2024,"€30,481.00",2021,"6,740",SUV,Automatic,Petrol,Silver BMW X2 SeriesX2 sDrive20i Sport 2.0 5dr2 previous owners,Cavan
BMW,BMW 4 Series Gran Coupe (Sport),2024-01-10,"€12,713.00",2015,"101,242",Hatchback,Automatic,Diesel,Black BMW 4 Series Gran Coupe2.0 420d Sport Auto Euro 6 (s/s) 5dr2 previous owners,Dublin
BMW,BMW 1 Series (118i),10/01/2024,"€8,217.00",2015,"131,119",Hatchback,Manual,Petrol,Silver BMW 1 Series1.5 118i SE Euro 6 (s/s) 5dr2 previous owners,Galway
BMW,BMW 5 Series (540i),10/01/2024,"€23,374.00",2018,"77,418",Saloon,Automatic,Petrol,BMW 5 Series3.0 540i SE Auto xDrive Euro 6 (s/s) 4dr1 previous owner,Laois
BMW,BMW 1 Series (Sport),12/01/2024,"€2,758.00",2010,144154,Hatchback,Manual,Diesel,Black BMW 1 Series2.0 116d Sport Euro 5 (s/s) 5dr4 previous owners,Cork
BMW,BMW 1 Series (M Sport),12/01/2024,"€6,956.00",2011,"94,996",Convertible,Manual,Diesel,Grey BMW 1 SERIES2.0 120D M SPORT 2d 175 BHP 3 MONTH WARRANTY LOW MILES M SPORT,Dublin
BMW,BMW 1 Series (M Sport),12/01/2024,"€9,012.00",2013,"80,008",Hatchback,Manual,Diesel,Red BMW 1 Series2.0 118d M Sport Euro 5 (s/s) 5dr3 previous owners,Cavan
BMW,BMW 1 Series (M Sport),2024-01-12,"€10,627.00",2015,"57,315",Hatchback,Manual,Diesel,Red BMW 1 Series2.0 118d M Sport Hatchback 3dr Diesel Manual Euro 6 (s/s) (150 ps)2 previous owners,Donegal
BMW,BMW X3 (SE),14/01/2024,"€5,377.00",2012,"155,724",SUV,Automatic,Diesel,Red BMW X32.0 20d SE SUV 5dr Diesel Steptronic xDrive Euro 5 (s/s) (184 ps)6 previous owners,Tipperary
BMW,BMW 1 Series (120d),14/01/2024,"€16,350.00",2017,"50,017",Hatchback,Manual,Diesel,Silver BMW 1 SERIES2.0 120D M SPORT 5d 188 BHP,Kerry
BMW,BMW X5 (SE),14/01/2024,"€22,646.00",2017,"90,117 miles",SUV,Automatic,Diesel,Navy BMW X53.0 XDRIVE30D SE 5d 255 BHP2 previous owners,Kerry
BMW,BMW 1 Series (M135i),15/01/2024,"€14,400.00",2013,"80,237",Hatchback,Automatic,Petrol,Blue BMW 1 Series3.0 M135i Auto Euro 5 (s/s) 5dr5 previous owners,Waterford
BMW,BMW 3 Series (320d ED),16/01/2024,"€9,745.00",2013,"80,691",Saloon,Automatic,Diesel,BMW 3 Series2.0 320d ED EfficientDynamics Business Auto Euro 5 (s/s) 4dr3 previous owners,Westmeath
BMW,BMW 7 Series (M Sport),17/01/2024,"€60,176.00",2021,"2,982",Saloon,Automatic,Diesel,BMW 7 Series730d M Sport Saloon 3.0 4dr1 previous owner,Meath
BMW,BMW 1 Series (118i),17/01/2024,"€17,742.00",2018,"8,446",Hatchback,Auto,Petrol,Navy BMW 1 Series1.5 118i GPF Sport Auto Euro 6 (s/s) 5dr2 previous owners,Tipperary
BMW,BMW 1 Series (116i),2024-01-18,"€9,023.00",2013,"70,718",Hatchback,Manual,Petrol,Navy BMW 1 Series1.6 116i Sport Euro 6 (s/s) 5dr3 previous owners,Dublin
BMW,BMW 4 Series Gran Coupe (M Sport),18/01/2024,"€24,152.00",2019,"16,114",Hatchback,Auto,Petrol,Red BMW 4 SERIES GRAN COUPE2.0 420I M SPORT GRAN COUPE 4d AUTO 181 BHP1 previous owner,Limerick
BMW,BMW M4 (Competition M),19/01/2024,"€73,904.00",2022,"3,891",Convertible,Automatic,Petrol,Red BMW 4 SERIES3.0 M4 Competition Edition M xDrive Auto 4WD 2dr,Galway
